lat,lon,dist,
-2.2554905161813217,-132.91471229621322,409341.21316889406,
-2.2523302421309292,-133.15767041877052,409339.24043727334,
-2.249169882846119,-133.40062850598764,409337.2683074267,
-2.2460094639315407,-133.64358654173657,409335.2944377886,
-2.2428489726476126,-133.88654453398698,409333.31999917893,
-2.239688409041319,-134.1295024826352,409331.3449916738,
-2.2365277731611646,-134.37246038763493,409329.36941528774,
-2.2333670650471427,-134.61541824890838,409327.39327007486,
-2.2302062720254088,-134.85837607452754,409325.417726828,
-2.227045417479107,-135.10133384295483,409323.4404427538,
-2.22388449295696,-135.34429157261633,409321.4625912976,
-2.220723496387326,-135.58724925826652,409319.4841711699,
-2.217562427813812,-135.83020689982976,409317.5051824141,
-2.2144012872882395,-136.0731644972161,409315.52562508977,
-2.2112400621769432,-136.31612205866838,409313.5466699167,
-2.208078777880415,-136.55907956754618,409311.5659755362,
-2.204917421768696,-136.80203703204842,409309.5847126942,
-2.2017559938817977,-137.0449944520995,409307.6028814415,
-2.1985944942717643,-137.28795182763997,409305.6204817958,
-2.1954329229772966,-137.53090915857558,409303.6375138303,
-2.1922712652988383,-137.77386661618237,409301.65514688595,
-2.1891095507876734,-138.0168238577491,409299.6710423532,
-2.185947764731286,-138.25978105450378,409297.6863696139,
-2.182785907176923,-138.5027382063883,409295.7011286945,
-2.1796239781692486,-138.74569531330587,409293.71531966346,
-2.176461977755583,-138.98865220711633,409291.72894253425,
-2.1732998934071057,-139.23160923245996,409289.7431679641,
-2.17013775032497,-139.4745662041173,409287.75565478095,
-2.166975535975977,-139.7175231305472,409285.76757362665,
-2.1638132504036776,-139.96048001166184,409283.77892455546,
-2.1606508936517046,-140.20343684739618,409281.78970760456,
-2.1574884636469243,-140.4463938005889,409279.79992147925,
-2.154325952154378,-140.68935055400942,409277.81073943374,
-2.1511633821520935,-140.9323072531849,409275.81981908734,
-2.1480007411577478,-141.17526390670395,409273.8283310085,
-2.14483802921479,-141.41822051446968,409271.8362752701,
-2.14167524636687,-141.66117707641456,409269.84365190647,
-2.138512392662424,-141.90413359248885,409267.85046094505,
-2.135349455676543,-142.14709007139305,409265.85787293466,
-2.132186460404915,-142.3900464954928,409263.86354692245,
-2.129023394414785,-142.63300287350728,409261.86865342536,
-2.125860257750785,-142.8759592053372,409259.87319251715,
-2.1226970483373138,-143.11891548575073,409257.87716288783,
-2.119533770465975,-143.36187172502423,409255.88056726573,
-2.1163704096351585,-143.6048279268182,409253.88457478903,
-2.113206990742672,-143.84778407326826,409251.8868445935,
-2.110043501410969,-144.0907401731808,409249.8885471991,
-2.106879941676634,-144.33369622649138,409247.8896826316,
-2.103716311591603,-144.57665223313137,409245.89025092986,
-2.1005526111982706,-144.8196081930248,409243.8902521408,
-2.0973888281745108,-145.06256411513436,409241.8908566976,
-2.094224987316519,-145.30551998133444,409239.8897238538,
-2.0910610762881543,-145.54847580056872,409237.8880240553,
-2.087897095136653,-145.79143157277065,409235.88575733063,
-2.084733041788556,-146.0343874607908,409233.88292237977,
-2.081568920529846,-146.2773431387098,409231.8795219422,
-2.078404716963804,-146.52029877853886,409229.8767250547,
-2.075240455788687,-146.76325436190348,409227.8721910696,
-2.072076124721507,-147.00620989787268,409225.86709037697,
-2.068911723804756,-147.2491652182876,409223.8614230059,
-2.0657472530890577,-147.49212065925616,409221.8551890194,
-2.062582712613291,-147.73507605260772,409219.8483884577,
-2.059418090161698,-147.97803140757247,409217.8421916323,
-2.0562534103214163,-148.2209867055198,409215.8342580165,
-2.053088660864972,-148.4639419556363,409213.8257579478,
-2.0499238397140234,-148.70689732076954,409211.81669012055,
-2.0467589511608533,-148.9498524750211,409209.8070572681,
-2.0435939931259064,-149.19280758122227,409207.79685809265,
-2.040428953434662,-149.4357626487306,409205.78726286266,
-2.037263856585853,-149.67871765866806,409203.77593113686,
-2.0340986903931655,-149.92167262033803,409201.76403322624,
-2.030933454906208,-150.16462753367614,409199.75156916096,
-2.027768150168631,-150.40758239861339,409197.7385389753,
-2.0246027762252443,-150.65053721508798,409195.7249427095,
-2.0214373209522907,-150.8934919925498,409193.7119505844,
-2.0182718087479374,-151.13644654377532,409191.6972223005,
-2.015106225350021,-151.3794013773246,409189.68192672054,
-2.011940575057041,-151.6223559991971,409187.6660665897,
-2.008774855789337,-151.8653105722363,409185.64964059705,
-2.0056090675929106,-152.10826509637815,409183.63264878164,
-2.0024431983924105,-152.35121958119942,409181.61626131233,
-1.9992772724844865,-152.59417400733014,409179.5981379861,
-1.9961112777869123,-152.8371283843295,409177.57944898005,
-1.992945214341056,-153.08008271215334,409175.5601943105,
-1.9897790822010433,-153.3230369907044,409173.54037405323,
-1.9866128814034207,-153.56599121991127,409171.51998824003,
-1.9834465999333164,-153.80894540950925,409169.50020694756,
-1.9802802598537972,-154.05189970276336,409167.4786887731,
-1.9771138533852348,-154.29485378355417,409165.4566065167,
-1.9739473784442065,-154.53780781471664,409163.4339588727,
-1.970780835083811,-154.78076179618296,409161.4107458857,
-1.9676142233417346,-155.0237157278794,409159.3869675975,
-1.9644475312561867,-155.26666945154858,409157.363794047,
-1.961280782908692,-155.50962328351818,409155.33888526534,
-1.9581139663222127,-155.7525770654966,409153.31341131264,
-1.954947081543918,-155.9955307974173,409151.28737223306,
-1.9517801286185854,-156.23848447920176,409149.2607680738,
-1.9486131075911308,-156.48143811079126,409147.23359885433,
-1.945446006545734,-156.72439170214716,409145.2070345762,
-1.9422788473398036,-156.96734539605416,409143.1787340375,
-1.9391116222944011,-157.2102988766183,409141.1498699482,
-1.9359443293343348,-157.45325230670346,409139.1204409803,
-1.9327769685031597,-157.6962056862215,409137.0904471897,
-1.929609539845726,-157.93915901510576,409135.0598886095,
-1.926442031495941,-158.1821123034557,409133.029935163,
-1.923274467336716,-158.42506553087833,409130.9982471337,
-1.9201068354903543,-158.66801870745041,409128.9659944497,
-1.9169391360028192,-158.91097183309603,409126.9331771587,
-1.9137713689213283,-159.15392490775065,409124.89979529585,
-1.9106035342953984,-159.39687776324564,409122.86584890983,
-1.9074356181729752,-159.6398309088923,409120.8325064948,
-1.9042676485959413,-159.8827838301592,409118.7974311716,
-1.9010996116064862,-160.12573670013649,409116.76179145835,
-1.8979315072541172,-160.3686895187538,409114.7255874076,
-1.8947633355825753,-160.61164228595356,409112.68881903525,
-1.8915950966401045,-160.85459500164086,409110.65148641117,
-1.8884267786553735,-161.09754767619347,409108.61475929327,
-1.8852584053160326,-161.34050028870166,409106.57629825565,
-1.882089964841354,-161.58345284947825,409104.5372730967,
-1.8789214572798345,-161.82640535848083,409102.4976838316,
-1.8757528826785457,-162.0693578156218,409100.4575305251,
-1.8725842389548126,-162.3123103837408,409098.41681185004,
-1.8694155186441639,-162.55526274748564,409096.37670027,
-1.8662467432016951,-162.79821504863827,409094.33485507854,
-1.8630779009034097,-163.04116729763723,409092.2924460222,
-1.8599089917917921,-163.28411932631832,409090.24947313365,
-1.8567400159187508,-163.5270714708093,409088.20593645854,
-1.8535709733266605,-163.77002356293315,409086.1618360529,
-1.850401852344591,-164.01297561328124,409084.11834157497,
-1.847232676461753,-164.2559276004821,409082.0731138055,
-1.8440634339942972,-164.4988795351025,409080.02732243337,
-1.8408941249965705,-164.74183141707056,409077.9809674912,
-1.8377247473856488,-164.9847834092207,409075.93404766754,
-1.8345553054569066,-165.22773518565413,409073.88656574505,
-1.8313857854697881,-165.47068692001756,409071.8396899377,
-1.8282162108057454,-165.7136385906669,409069.7910811799,
-1.825046569835441,-165.95659020830374,409067.7419090754,
-1.821876862608426,-166.19954177285894,409065.69217366853,
-1.8187070891718145,-166.4424932842491,409063.64187501743,
-1.8155372379495345,-166.68544475330128,409061.5921826564,
-1.812367332235141,-166.92839615817843,409059.5407576174,
-1.8091973604492544,-167.17134750968586,409057.48876943963,
-1.806027322636582,-167.41429863965305,409055.43621818867,
-1.8028572188442398,-167.65724988417787,409053.38310392364,
-1.7996870469917852,-167.90020123804214,409051.3294252655,
-1.796516799807025,-168.1431523863443,409049.2763544927,
-1.793346498357697,-168.38610346991783,409047.221551356,
-1.7901761311138824,-168.62905449967718,409045.1661853776,
-1.7870056981228768,-168.87200547555733,409043.11025657644,
-1.7838351994234507,-169.1149563974763,409041.0537650204,
-1.7806646350700155,-169.35790726538107,409038.99671072816,
-1.7774939935869323,-169.60085809033512,409036.94026312936,
-1.7743232980654928,-169.84380884999098,409034.88208351535,
-1.7711525370267929,-170.08675955540724,409032.82334131113,
-1.7679817105132247,-170.3297102065003,409030.7640365706,
-1.7648108164488105,-170.57266096612523,409028.7041679386,
-1.7616398591331193,-170.81561150838735,409026.643738226,
-1.758468825014609,-171.05856200738475,409024.5839154119,
-1.7552977370816611,-171.3015124405236,409022.52236091736,
-1.752126583909808,-171.5444626508954,409020.460244099,
-1.7489553655438743,-171.78741297461812,409018.39756499906,
-1.7457840820274717,-172.03036324352524,409016.3343236648,
-1.7426127334101276,-172.27331345753078,409014.27052014816,
-1.7394413083204419,-172.5162636279765,409012.2073237191,
-1.736269829644977,-172.7592137319993,409010.14239594765,
-1.7330982860042659,-173.00216378093023,409008.07690611115,
-1.7299266753196436,-173.2451139375848,409006.0108528846,
-1.7267550018922446,-173.48806387607402,409003.94423907937,
-1.7235832636399067,-173.7310137592362,409001.87706335844,
-1.7204114492397484,-173.9739635985241,408999.8104949232,
-1.717239581483689,-174.21691337084377,408997.7421954791,
-1.7140676490407125,-174.45986308762207,408995.6733342503,
-1.7108956519556309,-174.70281274877783,408993.6039112822,
-1.7077235902803642,-174.9457623542525,408991.53392662364,
-1.7045514640597568,-175.18871190396453,408989.4633803123,
-1.701379262017043,-175.43166124139782,408987.39344148687,
-1.6982070068447404,-175.67461067940627,408985.32177199057,
-1.6950346851355629,-175.9175602243373,408983.24953959545,
-1.6918623011933556,-176.16050955031807,408981.1767471188,
-1.6886898529346048,-176.40345882016652,408979.10339322296,
-1.6855173291337244,-176.6464080455836,408977.0306469727,
-1.6823447523916262,-176.88935720300458,408974.9561703428,
-1.6791721114686682,-177.13230630409095,408972.88113241794,
-1.6759994064190682,-177.3752553487546,408970.8055332663,
-1.6728266372830498,-177.6182043369493,408968.72937289753,
-1.6696538041065245,-177.8611532685846,408966.6526513788,
-1.6664808957182848,-178.10410215547154,408964.57653772365,
-1.6633079346163704,-178.3470509737972,408962.4986940237,
-1.6601349096119966,-178.5899997353598,408960.4202893031,
-1.6569618186262227,-178.832948602986,408958.34132221364,
-1.653788665965578,-179.07589725078532,408956.26179559797,
-1.650615449544081,-179.31884584159627,408954.181708093,
-1.6474421582330656,-179.56179421925276,408952.10222865286,
-1.644268814437033,-179.8047426958828,408950.02101952466,
-1.6410954070194979,179.95230888467404,408947.93924960954,
-1.6379219360273132,179.70936052252583,408945.8569190369,
-1.6347484015067117,179.46641221772538,408943.7740277987,
-1.6315748035013065,179.22346397034198,408941.69057594595,
-1.6284011309440294,178.98051576833348,408939.6077323603,
-1.6252274061222496,178.7375676359846,408937.52315940504,
-1.6220536158296586,178.49461939838343,408935.43802460044,
-1.6188797643685728,178.25167138139227,408933.3523307533,
-1.6157058496562557,178.00872342219057,408931.26607653097,
-1.6125318717423223,177.76577552084453,408929.17926196987,
-1.609357819598787,177.522827665172,408927.0930558684,
-1.6061837154241525,177.27987987973742,408925.0051207633,
-1.6030095481799829,177.03693215237655,408922.91662546294,
-1.5998353179206317,176.79398448315905,408920.827570005,
-1.596661024690923,176.55103704025635,408918.73795443785,
-1.5934866575044786,176.30808947519725,408916.64894750615,
-1.5903122384753579,176.0651419808399,408914.55821186496,
-1.5871377544862688,175.82219438200718,408912.466914847,
-1.5839632098349885,175.57924700458665,408910.37505930214,
-1.580788602447004,175.33629968574357,408908.2826438746,
-1.5776139323647111,175.09335242555917,408906.1896686261,
-1.5744391886586677,174.85040521162045,408904.0973022067,
-1.5712643933351713,174.60745806894127,408902.00320741994,
-1.568089535457815,174.3645109851355,408899.9085529463,
-1.564914615072669,174.12156396026703,408897.8133388181,
-1.5617396322269381,173.87861699440788,408895.717565082,
-1.5585645869629956,173.63567008765116,408893.6212318065,
-1.5553894684047347,173.39272322744168,408891.52550755814,
-1.5522142963299845,173.14977627613885,408889.42805387714,
-1.5490390641100866,172.9068295470464,408887.33004218835,
-1.5458637696584743,172.66388287734082,408885.231471137,
-1.5426884130247625,172.42093643517848,408883.13234076014,
-1.5395129942537695,172.17798988444878,408881.03265111044,
-1.53633750251788,171.93504338057988,408878.93357069173,
-1.5331619596233153,171.69209694908005,408876.8327625994,
-1.5299863547283605,171.44915057732135,408874.73139537155,
-1.5268106878849361,171.2062042653853,408872.629469065,
-1.5236349591355964,170.96325801332998,408870.52698370273,
-1.520459157694332,170.72031180839625,408868.42510773835,
-1.5172833052852082,170.47736567630056,408866.32150440715,
-1.5141073889801582,170.23441944140384,408864.21734076325,
-1.510931413087249,169.99147342959066,408862.11261966295,
-1.5077553755220485,169.74852747802998,408860.00733976066,
-1.5045792763342403,169.50558158677785,408857.90150107635,
-1.5014031047780327,169.26263574296334,408855.7962719969,
-1.498226882483919,169.01968997255673,408853.6893159176,
-1.495050598706453,168.77674426268666,408851.58180120407,
-1.4918742534880822,168.53379861342017,408849.4737279081,
-1.48869784687364,168.29085319293625,408847.3650960798,
-1.4855213789150914,168.04790766511002,408845.2559057672,
-1.4823448389259901,167.80496218502503,408843.1473252499,
-1.4791682462901272,167.5620166159976,408841.037016668,
-1.4759915945800348,167.31907127085057,408838.92615115305,
-1.472814881708781,167.0761259867504,408836.81472734147,
-1.4696381077236127,166.83318076376585,408834.702745275,
-1.466461272672959,166.59023560196442,408832.5902049932,
-1.4632843659176622,166.3472904882253,408830.4782747239,
-1.4601074088762138,166.104345449012,408828.3646181679,
-1.4569303909097784,165.86140047120065,408826.25040353485,
-1.453753312063168,165.6184555548632,408824.13563088275,
-1.4505761723788497,165.37551070008973,408822.0203002619,
-1.4473989612688636,165.1325658936277,408819.9055798212,
-1.4442216979353417,164.88962099923376,408817.78913194715,
-1.4410443760341345,164.64667632953166,408815.6721276758,
-1.4378669934865285,164.40373188976383,408813.55456561735,
-1.4346895503385768,164.16078734381296,408811.4364458161,
-1.4315120466339122,163.91784285985543,408809.3177683293,
-1.4283344718320201,163.67489842451238,408807.1997012071,
-1.425156847162536,163.4319540647283,408805.07990847365,
-1.4219791620792488,163.18900976715176,408802.9595581891,
-1.4188014166282283,162.94606553184568,408800.8386503914,
-1.415623610853121,162.7031213588892,408798.71718513634,
-1.4124457448023033,162.46017724836142,408796.5951624835,
-1.4092678058516799,162.21723302385809,408794.47374898184,
-1.4060898194005171,161.9742890383697,408792.3506116301,
-1.4029117728118063,161.73134511552306,408790.22691701783,
-1.3997336661339803,161.48840125539186,408788.102665189,
-1.3965554994095897,161.24545745804147,408785.97785617405,
-1.3933772621976706,161.00251370989074,408783.85365792614,
-1.3901989755381046,160.75957003831905,408781.72773471265,
-1.3870206289748506,160.5166264297447,408779.6012544622,
-1.3838422225551015,160.27368305234884,408777.4742172359,
-1.3806637563273212,160.03073956999756,408775.346623069,
-1.3774852303351734,159.78779615087586,408773.21847201657,
-1.374306634183987,159.54485278126066,408771.0909319239,
-1.3711279866829642,159.3019093258683,408768.9616657945,
-1.3679492816892327,159.05896609682233,408766.8318443547,
-1.3647705171201372,158.81602293128665,408764.70146620966,
-1.3615916930204746,158.57307982934523,408762.5705314272,
-1.3584128094375545,158.3301367910576,408760.4390400368,
-1.355233856025297,158.08719380258464,408758.30815979885,
-1.3520548536244898,157.84425089179732,408756.1755553255,
-1.3488757918808991,157.6013080449005,408754.0423944108,
-1.345696670839465,157.35836526194998,408751.9086770824,
-1.342517490549855,157.11542254301133,408749.77440337534,
-1.3393382407052112,156.8724798741515,408747.64074100205,
-1.336158939931675,156.62953712055133,408745.5053532742,
-1.3329795821794113,156.38659459409655,408743.3694107629,
-1.3298001653631808,156.14365230005416,408741.23291207757,
-1.3266206895314245,155.90070990229486,408739.0958572649,
-1.3234411547313607,155.65776756899518,408736.9582463838,
-1.320261550708454,155.41482528606656,408734.82124700904,
-1.3170818981133594,155.17188308188318,408732.6825241084,
-1.313902186694128,154.92894094236703,408730.54324527335,
-1.310722416487375,154.68599886759318,408728.40341053915,
-1.3075425875450122,154.4430568576466,408726.26301998075,
-1.3043626999143536,154.2001149125855,408724.12207362946,
-1.301182741257844,153.95717285531637,408721.9817375621,
-1.2980027363956832,153.7142310402377,408719.83967976016,
-1.2948226729845733,153.4712892902842,408717.69706632895,
-1.2916425510718617,153.2283476054975,408715.55389728723,
-1.2884623707011884,152.98540598597734,408713.41017270245,
-1.2852821217130186,152.74246441739646,408711.26705999725,
-1.2821018245798719,152.49952292858808,408709.1222244554,
-1.2789214691317647,152.25658167335217,408706.9768335087,
-1.2757410554136563,152.01364031554814,408704.8308871821,
-1.2725605834726768,151.77069902337337,408702.6843855665,
-1.2693800533585196,151.52775779689586,408700.5373286948,
-1.266199452821353,151.28481645877048,408698.3908824708,
-1.2630188065047583,151.04187536388346,408696.2427152237,
-1.2598381021497644,150.79893433488164,408694.0939928326,
-1.256657339809437,150.55599337187607,408691.94471539214,
-1.2534765195239552,150.3130524749274,408689.79488293856,
-1.2502956312335043,150.07011162950604,408687.64566275,
-1.2471146952124192,149.8271708648663,408685.4947203883,
-1.2439337013939165,149.58423016650067,408683.3432231645,
-1.2407526498194144,149.341289534475,408681.19117110106,
-1.2375715405372492,149.09834896888614,408679.0385642867,
-1.23439037359366,148.85540846976895,408676.885402722,
-1.2312091389749116,148.61246802250238,408674.73285363935,
-1.2280278547238883,148.3695274936707,408672.57858132274,
-1.2248465150863077,148.12658736255244,408670.42375586845,
-1.2216651179775022,147.88364713012325,408668.26837588876,
-1.2184836634388356,147.64070696455286,408666.1124414264,
-1.2153021515211502,147.39776686591148,408663.9559525289,
-1.2121205722594517,147.15482681940514,408661.8000762934,
-1.2089389457312696,146.91188685481873,408659.64247866534,
-1.2057572619612116,146.6689469573695,408657.48432673444,
-1.2025755210000364,146.42600712715094,408655.3256205769,
-1.199393722891513,146.18306736422142,408653.166360226,
-1.1962118577170557,145.9401276536946,408651.0077127123,
-1.1930299433316407,145.6971878626443,408648.8473426637,
-1.1898479740764039,145.4542483020066,408646.6864200202,
-1.1866659478629538,145.21130880895515,408644.524943383,
-1.1834838647349935,144.96836938356228,408642.36291280837,
-1.1803017247445982,144.7254300258984,408640.20032833435,
-1.1771195180170515,144.4824907209446,408638.0383568914,
-1.173937264444608,144.2395514989409,408635.8746647577,
-1.1707549541515814,143.9966125129784,408633.7104188779,
-1.1675725871746108,143.75367342693562,408631.54561929003,
-1.164390163570478,143.51073440899063,408629.3802660496,
-1.161207673506094,143.26779544402078,408627.2155260287,
-1.1580251346569488,143.02485639955523,408625.04906416725,
-1.154842541451277,142.78191758630413,408622.8820502525,
-1.1516598918004872,142.5389788414349,408620.71448288613,
-1.1484771857566192,142.2960401650297,408618.5463621186,
-1.1452944233622258,142.05310155715617,408616.37768800074,
-1.1421115948400211,141.81016300256582,408614.2096272865,
-1.1389287198982032,141.56722453194445,408612.0398465739,
-1.1357457887465723,141.32428613007244,408609.8695126603,
-1.1325628014336189,141.08134779702743,408607.69862559374,
-1.129379758005453,140.83840953288185,408605.5271854262,
-1.1261966585094743,140.5954713376898,408603.3551921737,
-1.123013491083108,140.35253303320442,408601.1838111001,
-1.1198302796025403,140.10959514424235,408599.01071186265,
-1.116647012192405,139.86665715637758,408596.83705972857,
-1.113463688902455,139.62371923776615,408594.6628547218,
-1.110280309783484,139.38078138849917,408592.4880969218,
-1.1070968651414328,139.13784359307226,408590.31395288813,
-1.1039133745050922,138.8949058826597,408588.1380895815,
-1.1007298281733942,138.65196824179537,408585.9616736156,
-1.0975462261996247,138.40903067054992,408583.7847050269,
-1.0943625686239353,138.1660931690066,408581.6071838785,
-1.0911788554983832,137.92315573723053,408579.42911022226,
-1.0879950771893279,137.68021835962142,408577.2516505463,
-1.0848112509742922,137.43728090467596,408575.072470524,
-1.0816273714852773,137.19434368262714,408572.89273960196,
-1.0784434366333502,136.9514065306284,408570.7124563516,
-1.0752594464645742,136.7084694487686,408568.5316208494,
-1.0720753913858068,136.4655324213443,408566.3513995045,
-1.0688912907346872,136.22259547994202,408564.1694595928,
-1.0657071349099025,135.97965877700148,408561.9869675704,
-1.062522923954005,135.73672197639098,408559.80392349215,
-1.059338657914414,135.4937852462598,408557.62032737373,
-1.0561543368443156,135.25084858670863,408555.43617929483,
-1.0529699512002786,135.007911981909,408553.2526455968,
-1.0497855180708753,134.7649753008003,408551.06739225757,
-1.0466010321882988,134.52203885337016,408548.8815885577,
-1.0434164914562056,134.27910247681564,408546.69523310225,
-1.0402318959255683,134.03616617117896,408544.5083259107,
-1.0370472361004979,133.79322992056848,408542.3220332781,
-1.0338625311215384,133.550293757017,408540.1340228045,
-1.0306777714836408,133.3073576646085,408537.94546075276,
-1.0274929572341012,133.06442164343463,408535.7563471893,
-1.0243080884226439,132.82148569355743,408533.56668215885,
-1.0211231650942298,132.5785498150544,408531.3764657129,
-1.0179381777992735,132.33561399187664,408529.1868640169,
-1.01475314345152,132.0926780934147,408526.9955434069,
-1.0115680568631882,131.84974259754225,408524.8036729884,
-1.0083829159448214,131.60680700524787,408522.61125138093,
-1.0051977207438987,131.36387148468145,408520.4182785804,
-1.0020124618571873,131.12093601969593,408518.2259207077,
-0.9988271582446917,130.87800064280228,408516.0318457184,
-0.9956418004892155,130.6350653378696,408513.83721972065,
-0.9924563886416878,130.39213010496235,408511.64204275893,
-0.9892709227494589,130.14919494416066,408509.44631488225,
-0.9860854028539138,129.9062598555369,408507.2500361519,
-0.9828998196100867,129.6633248227963,408505.0543725234,
-0.9797141897306819,129.42038971582343,408502.8569907271,
-0.9765285081317194,129.17745484413734,408500.6590596841,
-0.9733427727212437,128.93452004491817,408498.4605779822,
-0.9701569835466131,128.69158531824365,408496.26154567057,
-0.9669711312973577,128.4486506477151,408494.0631286492,
-0.9637852347457638,128.20571606632112,408491.86299525655,
-0.9605992845732934,127.9627817257779,408489.66231139813,
-0.957413280823728,127.71984728996637,408487.461077131,
-0.9542272235467756,127.47691292706813,408485.25929251773,
-0.9510411127886417,127.23397863714804,408483.0569575957,
-0.9478549392874782,126.99104440368194,408480.85523815657,
-0.9446687217183548,126.74811025991764,408478.65180275426,
-0.9414824486741415,126.50517602644791,408476.44781572884,
-0.9382961244706433,126.26224202913801,408474.2432800552,
-0.9351097470262747,126.01930810518775,408472.03819435934,
-0.9319233071173965,125.77637423796122,408469.83372431644,
-0.9287368233309995,125.53344046088375,408467.6275386289,
-0.9255502864399602,125.29050675737415,408465.4208030492,
-0.9223636964928486,125.04757312749462,408463.2135176213,
-0.9191770535370362,124.80463957132758,408461.00568240025,
-0.9159903576187239,124.5617060889463,408458.79729742854,
-0.9128035995698889,124.31877266359511,408456.58952832536,
-0.9096167978779851,124.07583932896664,408454.3800439909,
-0.9064299412271395,123.8329060735366,408452.17000858433,
-0.9032430339418064,123.58997288699535,408449.95942512905,
-0.9000560739308828,123.34703977458861,408447.74829216977,
-0.8968690520668301,123.10410671948071,408445.5377752482,
-0.8936819867537001,122.86117375557225,408443.32554345403,
-0.8904948688547601,122.61824086601845,408441.11276230443,
-0.8873077005548152,122.37530804571759,408438.899433368,
-0.8841204776275337,122.13237530511728,408436.68555370276,
-0.8809332022612908,121.88944263911506,408434.4711248661,
-0.8777458653736531,121.64651003071285,408432.2573122604,
-0.8745584852691526,121.4035775140618,408430.04178517294,
-0.8713710507278947,121.16064490932824,408427.82570758223,
-0.86818356606771,120.917712542365,408425.6090824934,
-0.8649960291995887,120.67478025035383,408423.39190848335,
-0.8618084310982125,120.43184801621278,408421.17535088083,
-0.858620789966955,120.18891587428959,408418.95707913087,
-0.8554330967758266,119.9459839756542,408416.7382586433,
-0.8522453515640434,119.70305198414935,408414.5188894082,
-0.8490575543836699,119.4601200679684,408412.2989715174,
-0.8458696962416006,119.21718820990975,408410.0796701958,
-0.842681795269657,118.97425644455666,408407.8586551006,
-0.8394938424701979,118.73132475473486,408405.6370914779,
-0.8363058357492251,118.48839297762615,408403.41497790755,
-0.8331177794344858,118.245461439094,408401.19231741456,
-0.8299296714320581,118.00252997631314,408398.9691085561,
-0.8267415028045055,117.75959857197644,408396.7465164767,
-0.8235532915805132,117.51666726091807,408394.52221105737,
-0.8203650288122813,117.27373602581947,408392.29735741066,
-0.8171767145448107,117.03080486676542,408390.07195560617,
-0.8139883488254861,116.7878737838358,408387.8460057081,
-0.8107999227633348,116.54494275961362,408385.620672762,
-0.8076114542966097,116.30201182912973,408383.39362680377,
-0.8044229345215059,116.05908097497294,408381.16603288724,
-0.8012343634866242,115.81615036532311,408378.9378910687,
-0.7980457390989422,115.57321950117012,408376.7091999201,
-0.7948570656831291,115.33028887647555,408374.4799624784,
-0.7916683322587666,115.08735831079953,408372.25134219707,
-0.7884795566610422,114.84442783941759,408370.02100930753,
-0.7852907300394506,114.60149744481168,408367.79012877983,
-0.7821018524437738,114.35856712706408,408365.558700679,
-0.7789129239155543,114.11563688623056,408363.3267250273,
-0.7757239356563738,113.8727067046845,408361.0953667231,
-0.7725349054204508,113.62977661791251,408358.8622961738,
-0.7693458243954734,113.38684660826924,408356.6286782244,
-0.7661566926371149,113.14391667584826,408354.3945129668,
-0.76296750804154,112.90098665781713,408352.159798927,
-0.75977826613562,112.65805686224434,408349.9257039158,
-0.756588982444951,112.41512716188852,408347.6898969758,
-0.753399648205912,112.1721975390451,408345.4535429266,
-0.750210263464783,111.92926799378041,408343.2166418037,
